date;category;value
2020-04-26;Спорт;-71.3
2020-04-19;Спорт;-75
2020-04-12;Спорт;-79.8
2020-04-05;Спорт;-86.8
2020-03-29;Спорт;-44.7
2020-03-22;Спорт;-15.4
2020-03-15;Спорт;12.8
2020-03-08;Спорт;0.7
2020-03-01;Спорт;15.6
2020-02-23;Спорт;-5.2
2020-02-16;Спорт;-2.9
2020-02-09;Спорт;-6.6
2020-02-02;Спорт;-3.7
2020-01-26;Спорт;-6.1
2020-01-19;Спорт;-12.1
2020-01-12;Спорт;-9.8
2023-06-18;Спорт;-0.9
2023-06-11;Спорт;-4
2023-06-04;Спорт;-1.4
2023-05-28;Спорт;4.7
2023-05-21;Спорт;7.4
2023-05-14;Спорт;10
2023-05-07;Спорт;10.8
2023-04-30;Спорт;17.7
2023-04-23;Спорт;18.5
2023-04-16;Спорт;5.6
2023-04-09;Спорт;10.5
2023-04-02;Спорт;26.3
2023-03-26;Спорт;-2.4
2023-03-19;Спорт;-13.7
2023-03-12;Спорт;-24.8
2023-03-05;Спорт;-17.4
2023-02-26;Спорт;-24.4
2023-02-19;Спорт;-21.3
2023-02-12;Спорт;-14.6
2023-02-05;Спорт;-12.6
2023-01-29;Спорт;-19
2023-01-22;Спорт;-29.7
2023-01-15;Спорт;-30.3
2023-01-08;Спорт;-47.5
2023-01-01;Спорт;-36.3
2022-12-25;Спорт;-37.6
2022-12-18;Спорт;-36.4
2022-12-11;Спорт;-38.1
2022-12-04;Спорт;-28.8
2022-11-27;Спорт;-32.2
2022-11-20;Спорт;-34.8
2022-11-13;Спорт;-29.9
2022-11-06;Спорт;44.1
2022-10-30;Спорт;-25
2022-10-23;Спорт;-29.9
2022-10-16;Спорт;-31
2022-10-09;Спорт;-36.3
2022-10-02;Спорт;-34.1
2022-09-25;Спорт;-43.3
2022-09-18;Спорт;-37.7
2022-09-11;Спорт;-37.3
2022-09-04;Спорт;-36.3
2022-08-28;Спорт;-38.7
2022-08-21;Спорт;-40.1
2022-08-14;Спорт;-41.2
2022-08-07;Спорт;-41.3
2022-07-31;Спорт;-27
2022-07-24;Спорт;-34
2022-07-17;Спорт;-34
2022-07-10;Спорт;-34.4
2022-07-03;Спорт;-28.4
2022-06-26;Спорт;-25.4
2022-06-19;Спорт;-24.7
2022-06-12;Спорт;-26.1
2022-06-05;Спорт;-26.4
2022-05-29;Спорт;-31.3
2022-05-22;Спорт;-34.3
2022-05-15;Спорт;-32.7
2022-05-08;Спорт;-33.3
2022-05-01;Спорт;-19
2022-04-24;Спорт;-27.2
2022-04-17;Спорт;-27.9
2022-04-10;Спорт;-15.1
2022-04-03;Спорт;-13
2022-03-27;Спорт;-12.4
2022-03-20;Спорт;10
2020-04-19;Спорт;-75
2020-04-12;Спорт;-79.8
2020-04-05;Спорт;-86.8
2020-03-29;Спорт;-44.7
2020-03-22;Спорт;-15.4
2020-03-15;Спорт;12.8
2020-03-08;Спорт;0.7
2020-03-01;Спорт;15.6
2020-02-23;Спорт;-5.2
2020-02-16;Спорт;-2.9
2020-02-09;Спорт;-6.6
2020-02-02;Спорт;-3.7
2020-01-26;Спорт;-6.1
2020-01-19;Спорт;-12.1
2020-01-12;Спорт;-9.8
2024-04-07;Спорт;21.1
2024-03-31;Спорт;16.3
2024-03-24;Спорт;10.7
2024-03-17;Спорт;16.4
2024-03-10;Спорт;16
2024-03-03;Спорт;18.8
2024-02-25;Спорт;16.4
2024-02-18;Спорт;14.4
2024-02-11;Спорт;19.9
2024-02-04;Спорт;16.7
2024-01-28;Спорт;15.1
2024-01-21;Спорт;15.1
2024-01-14;Спорт;17.3
2024-01-07;Спорт;10.6
2023-12-31;Спорт;13.1
2023-12-24;Спорт;14.1
2023-12-17;Спорт;10.4
2023-12-10;Спорт;15.8
2023-12-03;Спорт;10.6
2023-11-26;Спорт;11
2023-11-19;Спорт;8.1
2023-11-12;Спорт;11
2023-11-05;Спорт;13.2
2023-10-29;Спорт;4.3
2023-10-22;Спорт;6.7
2023-10-15;Спорт;12.4
2023-10-08;Спорт;10.2
2023-10-01;Спорт;16.5
2023-09-24;Спорт;18
2023-09-17;Спорт;12
2023-09-10;Спорт;15
2023-09-03;Спорт;24.4
2023-08-27;Спорт;23.1
2023-08-20;Спорт;29.6
2023-08-13;Спорт;28.6
2023-08-06;Спорт;33.6
2023-07-30;Спорт;16.1
2023-07-23;Спорт;19
2023-07-16;Спорт;17.2
2023-07-09;Спорт;21
2023-07-02;Спорт;15.3
2023-06-25;Спорт;-0.6
2023-06-18;Спорт;-0.9
2023-06-11;Спорт;-4
2023-06-04;Спорт;-1.4
2023-05-28;Спорт;4.7
2023-05-21;Спорт;7.4
2023-05-14;Спорт;10
2023-05-07;Спорт;10.8
2023-04-30;Спорт;17.7
2023-04-23;Спорт;18.5
2023-04-16;Спорт;5.6
2023-04-09;Спорт;10.5
2023-04-02;Спорт;26.3
2023-03-26;Спорт;-2.4
2023-03-19;Спорт;-13.7
2023-03-12;Спорт;-24.8
2023-03-05;Спорт;-17.4
2023-02-26;Спорт;-24.4
2023-02-19;Спорт;-21.3
2023-02-12;Спорт;-14.6
2023-02-05;Спорт;-12.6
2023-01-29;Спорт;-19
2023-01-22;Спорт;-29.7
2023-01-15;Спорт;-30.3
2023-01-08;Спорт;-47.5
2023-01-01;Спорт;-36.3
2022-12-25;Спорт;-37.6
2022-12-18;Спорт;-36.4
2022-12-11;Спорт;-38.1
2022-12-04;Спорт;-28.8
2022-11-27;Спорт;-32.2
2022-03-13;Спорт;22.3
2022-03-06;Спорт;13
2022-02-27;Спорт;5.3
2022-02-20;Спорт;12.6
2022-02-13;Спорт;6.6
2022-02-06;Спорт;-1.5
2022-01-30;Спорт;-4
2022-01-23;Спорт;5.7
2022-01-16;Спорт;11.7
2022-01-09;Спорт;7.5
2022-01-02;Спорт;4.6
2021-12-26;Спорт;5.5
2021-12-19;Спорт;6.4
2021-12-12;Спорт;6.5
2021-12-05;Спорт;8.3
2021-11-28;Спорт;8.7
2021-11-21;Спорт;8.4
2021-11-14;Спорт;31.1
2021-11-07;Спорт;-34.4
2021-10-31;Спорт;-12.8
2021-10-24;Спорт;6.6
2021-10-17;Спорт;13.4
2021-10-10;Спорт;14.1
2021-10-03;Спорт;25.6
2021-09-26;Спорт;19.6
2021-09-19;Спорт;15.4
2021-09-12;Спорт;18.1
2021-09-05;Спорт;26.7
2021-08-29;Спорт;12.7
2021-08-22;Спорт;12.7
2021-08-15;Спорт;18
2021-08-08;Спорт;21
2021-08-01;Спорт;19.5
2021-07-25;Спорт;15
2021-07-18;Спорт;14.6
2021-07-11;Спорт;9.6
2021-07-04;Спорт;8
2021-06-27;Спорт;28
2021-06-20;Спорт;45.7
2021-06-13;Спорт;45.2
2021-06-06;Спорт;61.2
2021-05-30;Спорт;139.9
2021-05-23;Спорт;164.9
2021-05-16;Спорт;196
2021-05-09;Спорт;217.5
2021-05-02;Спорт;169.8
2021-04-25;Спорт;231.4
2021-04-18;Спорт;344.3
2021-04-11;Спорт;403.5
2021-04-04;Спорт;639.4
2021-03-28;Спорт;49.7
2021-03-21;Спорт;11.6
2021-03-14;Спорт;-17.2
2021-03-07;Спорт;-5.6
2021-02-28;Спорт;3.3
2021-02-21;Спорт;-5.4
2021-02-14;Спорт;-5.8
2021-02-07;Спорт;3.7
2021-01-31;Спорт;-0.4
2021-01-24;Спорт;0.8
2021-01-17;Спорт;4.5
2021-01-10;Спорт;18.7
2021-01-03;Спорт;11.2
2020-12-27;Спорт;-0.7
2020-12-20;Спорт;0.2
2020-12-13;Спорт;-0.1
2020-12-06;Спорт;-7.1
2020-11-29;Спорт;-13
2020-11-22;Спорт;-7.7
2020-11-15;Спорт;-4.6
2020-11-08;Спорт;-20.6
2020-11-01;Спорт;-20.3
2020-10-25;Спорт;-8.4
2020-10-18;Спорт;-12.9
2020-10-11;Спорт;-17.6
2020-10-04;Спорт;-17.3
2020-09-27;Спорт;-26.9
2020-09-20;Спорт;-12.6
2020-09-13;Спорт;-12.7
2020-09-06;Спорт;-17.5
2020-08-30;Спорт;-18.3
2020-08-23;Спорт;-14.7
2020-08-16;Спорт;-13.5
2020-08-09;Спорт;-13.2
2020-08-02;Спорт;-20
2020-07-26;Спорт;-19.9
2020-07-19;Спорт;-19
2020-07-12;Спорт;-15.6
2020-07-05;Спорт;-13
2020-06-28;Спорт;-28.2
2020-06-21;Спорт;-29.2
2020-06-14;Спорт;-33.8
2020-06-07;Спорт;-43
2020-05-31;Спорт;-58.7
2020-05-24;Спорт;-61.8
2020-05-17;Спорт;-61.3
2020-05-10;Спорт;-66.3
2020-05-03;Спорт;-66.7
2020-04-26;Спорт;-71.3
2024-04-07;Товары для красоты и здоровья;1.3
2024-03-31;Товары для красоты и здоровья;2.4
2024-03-24;Товары для красоты и здоровья;-2.7
2024-03-17;Товары для красоты и здоровья;-1
2024-03-10;Товары для красоты и здоровья;12
2024-03-03;Товары для красоты и здоровья;-4.5
2024-02-25;Товары для красоты и здоровья;2.2
2024-02-18;Товары для красоты и здоровья;-3.5
2024-02-11;Товары для красоты и здоровья;-2.1
2024-02-04;Товары для красоты и здоровья;5.7
2024-01-28;Товары для красоты и здоровья;5.1
2024-01-21;Товары для красоты и здоровья;5.4
2024-01-14;Товары для красоты и здоровья;0.3
2024-01-07;Товары для красоты и здоровья;-1.5
2023-12-31;Товары для красоты и здоровья;-1.7
2023-12-24;Товары для красоты и здоровья;2.5
2023-12-17;Товары для красоты и здоровья;-1
2023-12-10;Товары для красоты и здоровья;4
2023-12-03;Товары для красоты и здоровья;2.1
2023-11-26;Товары для красоты и здоровья;6.8
2023-11-19;Товары для красоты и здоровья;-3.7
2023-11-12;Товары для красоты и здоровья;-0.2
2023-11-05;Товары для красоты и здоровья;-1.3
2023-10-29;Товары для красоты и здоровья;1.6
2023-10-22;Товары для красоты и здоровья;13
2023-10-15;Товары для красоты и здоровья;6.8
2023-10-08;Товары для красоты и здоровья;11.6
2023-10-01;Товары для красоты и здоровья;25.7
2023-09-24;Товары для красоты и здоровья;19.7
2023-09-17;Товары для красоты и здоровья;3.2
2023-09-10;Товары для красоты и здоровья;10.7
2023-09-03;Товары для красоты и здоровья;9.7
2023-08-27;Товары для красоты и здоровья;6.5
2023-08-20;Товары для красоты и здоровья;3.7
2023-08-13;Товары для красоты и здоровья;3.3
2023-08-06;Товары для красоты и здоровья;6.4
2023-07-30;Товары для красоты и здоровья;-3.8
2023-07-23;Товары для красоты и здоровья;0.5
2023-07-16;Товары для красоты и здоровья;-2.9
2023-07-09;Товары для красоты и здоровья;0
2023-07-02;Товары для красоты и здоровья;-2.7
2023-06-25;Товары для красоты и здоровья;-8.2
2023-06-18;Товары для красоты и здоровья;-5.3
2023-06-11;Товары для красоты и здоровья;-5.7
2023-06-04;Товары для красоты и здоровья;-9.7
2023-05-28;Товары для красоты и здоровья;-7.8
2023-05-21;Товары для красоты и здоровья;-3.3
2023-05-14;Товары для красоты и здоровья;0.8
2023-05-07;Товары для красоты и здоровья;0.3
2023-04-30;Товары для красоты и здоровья;3.2
2023-04-23;Товары для красоты и здоровья;4.6
2023-04-16;Товары для красоты и здоровья;-0.9
2023-04-09;Товары для красоты и здоровья;7.9
2023-04-02;Товары для красоты и здоровья;22.7
2023-03-26;Товары для красоты и здоровья;-5.4
2023-03-19;Товары для красоты и здоровья;-25.8
2023-03-12;Товары для красоты и здоровья;-20.3
2023-03-05;Товары для красоты и здоровья;-39.5
2023-02-26;Товары для красоты и здоровья;-19.9
2023-02-19;Товары для красоты и здоровья;-12.9
2023-02-12;Товары для красоты и здоровья;-15.2
2023-02-05;Товары для красоты и здоровья;-0.5
2023-01-29;Товары для красоты и здоровья;-8.2
2023-01-22;Товары для красоты и здоровья;-6.3
2023-01-15;Товары для красоты и здоровья;-5.1
2023-01-08;Товары для красоты и здоровья;-5.4
2023-01-01;Товары для красоты и здоровья;-10.1
2022-12-25;Товары для красоты и здоровья;-13.3
2022-12-18;Товары для красоты и здоровья;-13.8
2022-12-11;Товары для красоты и здоровья;-11.6
2022-12-04;Товары для красоты и здоровья;-12.1
2022-11-27;Товары для красоты и здоровья;-11
2022-11-20;Товары для красоты и здоровья;-8.6
2022-11-13;Товары для красоты и здоровья;4.5
